"id";"parent";"level";"type";"name";"part";"v_total";"v_eu";"v_nation";"v_proc_eu";"v_proc_nation"
"14-1-3-1";"14-1-3";"e";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"31";154;0;154;0.0;100.0
"14-1-4";"14-1";"d";"Podzadanie 14.1.4";"Kształtowanie zasad zatrudniania cudzoziemców";"";3201;0;3201;0.0;100.0
"14-1-4-1";"14-1-4";"e";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"31";999;0;999;0.0;100.0
"14-1-4-2";"14-1-4";"e";"Dysponent";"Wojewodowie";"85";2202;0;2202;0.0;100.0
"14-1-5";"14-1";"d";"Podzadanie 14.1.5";"Zatrudnienie oraz przeciwdziałanie marginalizacji i wykluczeniu społecznemu młodzieży";"";44531;0;44531;0.0;100.0
"14-1-5-1";"14-1-5";"e";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"31";44531;0;44531;0.0;100.0
"14-2";"14";"c";"Zadanie 14.2";"Budowa nowoczesnych stosunków pracy";"";209261;0;209261;0.0;100.0
"14-2-1";"14-2";"d";"Podzadanie 14.2.1";"Elastyczność i bezpieczeństwo w zatrudnieniu";"";3388;0;3388;0.0;100.0
"14-2-1-1";"14-2-1";"e";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"31";3388;0;3388;0.0;100.0
"14-2-2";"14-2";"d";"Podzadanie 14.2.2";"Nadzór i kontrola";"";173684;0;173684;0.0;100.0
"14-2-2-1";"14-2-2";"e";"Dysponent";"Państwowa Inspekcja Pracy";"12";167595;0;167595;0.0;100.0
"14-2-2-2";"14-2-2";"e";"Dysponent";"Wojewodowie";"85";6089;0;6089;0.0;100.0
"14-2-3";"14-2";"d";"Podzadanie 14.2.3";"Bezpieczeństwo i higiena pracy";"";19911;0;19911;0.0;100.0
"14-2-3-1";"14-2-3";"e";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"31";19911;0;19911;0.0;100.0
"14-2-4";"14-2";"d";"Podzadanie 14.2.4";"Prewencja i promocja ochrony pracy";"";12278;0;12278;0.0;100.0
"14-2-4-1";"14-2-4";"e";"Dysponent";"Państwowa Inspekcja Pracy";"12";12278;0;12278;0.0;100.0
"14-3";"14";"c";"Zadanie 14.3";"Aktywizacja zawodowa osób niepełnosprawnych";"";775264;31800;743464;4.1;95.9
"14-3-1";"14-3";"d";"Podzadanie 14.3.1";"Analiza sytuacji osób niepełnosprawnych na rynku pracy";"";1816;0;1816;0.0;100.0
"14-3-1-1";"14-3-1";"e";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"44";226;0;226;0.0;100.0
"14-3-1-2";"14-3-1";"e";"Dysponent";"Wojewodowie";"85";1590;0;1590;0.0;100.0
"14-3-2";"14-3";"d";"Podzadanie 14.3.2";"Wspomaganie aktywizacji zawodowej osób niepełnosprawnych";"";772725;31800;740925;4.12;95.88
"14-3-2-1";"14-3-2";"e";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"44";772725;31800;740925;4.12;95.88
"14-3-3";"14-3";"d";"Podzadanie 14.3.3";"Nadzór nad zakładami pracy chronionej i zakładami aktywności zawodowej";"";723;0;723;0.0;100.0
"14-3-3-1";"14-3-3";"e";"Dysponent";"Wojewodowie";"85";723;0;723;0.0;100.0
"14-4";"14";"c";"Zadanie 14.4";"Informatyzacja działalności i budowa społeczeństwa informacyjnego";"";8643;0;8643;0.0;100.0
"14-4-1";"14-4";"d";"Podzadanie 14.4.1";"Utrzymanie systemów informatycznych";"";7143;0;7143;0.0;100.0
"14-4-1-1";"14-4-1";"e";"Dysponent";"Państwowa Inspekcja Pracy";"12";5455;0;5455;0.0;100.0
"14-4-1-2";"14-4-1";"e";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"31";1074;0;1074;0.0;100.0
"14-4-1-3";"14-4-1";"e";"Dysponent";"Wojewodowie";"85";614;0;614;0.0;100.0
"14-4-2";"14-4";"d";"Podzadanie 14.4.2";"Budowa i wdrożenie rozwiązań informatycznych";"";1500;0;1500;0.0;100.0
"14-4-2-1";"14-4-2";"e";"Dysponent";"Państwowa Inspekcja Pracy";"12";1500;0;1500;0.0;100.0
"15";"";"b";"FUNKCJA 15";"POLITYKA ZAGRANICZNA";"";1830501;3230;1827271;0.18;99.82
"15-1";"15";"c";"Zadanie 15.1";"Zapewnianie Polsce sprzyjających warunków rozwoju";"";877434;0;877434;0.0;100.0
"15-1-1";"15-1";"d";"Podzadanie 15.1.1";"Rozwijanie stosunków dwustronnych i wielostronnych";"";453126;0;453126;0.0;100.0
"15-1-1-1";"15-1-1";"e";"Dysponent";"Ministerstwo Finansów";"19";820;0;820;0.0;100.0
"15-1-1-2";"15-1-1";"e";"Dysponent";"Ministerstwo Środowiska";"22";462;0;462;0.0;100.0
"15-1-1-3";"15-1-1";"e";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";451844;0;451844;0.0;100.0
"15-1-2";"15-1";"d";"Podzadanie 15.1.2";"Udział Polski we współpracy na forum organizacji międzynarodowych";"";422532;0;422532;0.0;100.0
"15-1-2-1";"15-1-2";"e";"Dysponent";"Ministerstwo Infrastruktury";"18";1600;0;1600;0.0;100.0
"15-1-2-2";"15-1-2";"e";"Dysponent";"Ministerstwo Finansów";"19";355;0;355;0.0;100.0
"15-1-2-3";"15-1-2";"e";"Dysponent";"Ministerstwo Infrastruktury";"21";550;0;550;0.0;100.0
"15-1-2-4";"15-1-2";"e";"Dysponent";"Ministerstwo Środowiska";"22";23863;0;23863;0.0;100.0
"15-1-2-5";"15-1-2";"e";"Dysponent";"Ministerstwo Infrastruktury";"26";1890;0;1890;0.0;100.0
"15-1-2-6";"15-1-2";"e";"Dysponent";"Ministerstwo Infrastruktury";"39";2398;0;2398;0.0;100.0
"15-1-2-7";"15-1-2";"e";"Dysponent";"Ministerstwo Środowiska";"41";6206;0;6206;0.0;100.0
"15-1-2-8";"15-1-2";"e";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";372396;0;372396;0.0;100.0
"15-1-2-9";"15-1-2";"e";"Dysponent";"Ministerstwo Zdrowia";"46";13274;0;13274;0.0;100.0
"15-1-3";"15-1";"d";"Podzadanie 15.1.3";"Wykorzystanie środków pomocowych";"";1776;0;1776;0.0;100.0
"15-1-3-1";"15-1-3";"e";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";1776;0;1776;0.0;100.0
"15-2";"15";"c";"Zadanie 15.2";"Zapewnianie bezpieczeństwa państwa";"";33983;0;33983;0.0;100.0
"15-2-1";"15-2";"d";"Podzadanie 15.2.1";"Umacnianie bezpieczeństwa politycznego i wojskowego";"";15438;0;15438;0.0;100.0
"15-2-1-1";"15-2-1";"e";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";15438;0;15438;0.0;100.0
"15-2-2";"15-2";"d";"Podzadanie 15.2.2";"Umacnianie międzynarodowego bezpieczeństwa i pokoju";"";5700;0;5700;0.0;100.0
"15-2-2-1";"15-2-2";"e";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";5700;0;5700;0.0;100.0
"15-2-3";"15-2";"d";"Podzadanie 15.2.3";"Umacnianie bezpieczeństwa ekonomicznego i ekologicznego";"";3802;0;3802;0.0;100.0
"15-2-3-1";"15-2-3";"e";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";3802;0;3802;0.0;100.0
"15-2-4";"15-2";"d";"Podzadanie 15.2.4";"Pozostałe wymiary bezpieczeństwa";"";9043;0;9043;0.0;100.0
"15-2-4-1";"15-2-4";"e";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";9043;0;9043;0.0;100.0
"15-3";"15";"c";"Zadanie 15.3";"Reprezentowanie i ochrona międzynarodowych interesów RP i jej obywateli za granicą";"";264567;0;264567;0.0;100.0
"15-3-1";"15-3";"d";"Podzadanie 15.3.1";"Wspieranie interesów polskich obywateli i polskich osób prawnych";"";147598;0;147598;0.0;100.0
"15-3-1-1";"15-3-1";"e";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";147598;0;147598;0.0;100.0
"15-3-2";"15-3";"d";"Podzadanie 15.3.2";"Zapewnianie opieki i obsługi konsularnej";"";109028;0;109028;0.0;100.0
"15-3-2-1";"15-3-2";"e";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";109028;0;109028;0.0;100.0
"15-3-3";"15-3";"d";"Podzadanie 15.3.3";"Reprezentowanie i ochrona interesów RP przed międzynarodowymi organami sądowymi";"";1677;0;1677;0.0;100.0
"15-3-3-1";"15-3-3";"e";"Dysponent";"Ministerstwo Finansów";"19";261;0;261;0.0;100.0
"15-3-3-2";"15-3-3";"e";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";1416;0;1416;0.0;100.0
"15-3-4";"15-3";"d";"Podzadanie 15.3.4";"Zapewnianie obsługi prawnej działań wynikających z członkowstwa Polski w UE";"";6264;0;6264;0.0;100.0
"15-3-4-1";"15-3-4";"e";"Dysponent";"Ministerstwo Finansów";"19";275;0;275;0.0;100.0
"15-3-4-2";"15-3-4";"e";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";5989;0;5989;0.0;100.0
"15-4";"15";"c";"Zadanie 15.4";"Kształtowanie międzynarodowego wizerunku RP";"";181529;0;181529;0.0;100.0
"15-4-1";"15-4";"d";"Podzadanie 15.4.1";"Prowadzenie promocji kraju";"";130073;0;130073;0.0;100.0
"15-4-1-1";"15-4-1";"e";"Dysponent";"Ministerstwo Nauki i Szkolnictwa Wyższego";"38";32224;0;32224;0.0;100.0
"15-4-1-2";"15-4-1";"e";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";97849;0;97849;0.0;100.0
"15-4-2";"15-4";"d";"Podzadanie 15.4.2";"Udział we współpracy rozwojowej i międzynarodowej pomocy humanitarnej";"";5377;0;5377;0.0;100.0
"15-4-2-1";"15-4-2";"e";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";5377;0;5377;0.0;100.0
"15-4-3";"15-4";"d";"Podzadanie 15.4.3";"Wspieranie rozwoju demokracji, praw człowieka i rządów prawa";"";1841;0;1841;0.0;100.0
"15-4-3-1";"15-4-3";"e";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";1841;0;1841;0.0;100.0
"15-4-4";"15-4";"d";"Podzadanie 15.4.4";"Zapewnianie obsługi cudzoziemców i zagranicznych osób prawnych";"";44238;0;44238;0.0;100.0
"15-4-4-1";"15-4-4";"e";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";44238;0;44238;0.0;100.0
"15-5";"15";"c";"Zadanie 15.5";"Kształtowanie i koordynacja polityki zagranicznej";"";393292;3230;390062;0.82;99.18
"15-5-1";"15-5";"d";"Podzadanie 15.5.1";"Kształtowanie i koordynacja współpracy międzynarodowej organów administracji rządowej w odniesieniu do spraw zagranicznych";"";5179;0;5179;0.0;100.0
"15-5-1-1";"15-5-1";"e";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";5179;0;5179;0.0;100.0
"15-5-2";"15-5";"d";"Podzadanie 15.5.2";"Kształtowanie i koordynacja współpracy międzynarodowej organów administracji rządowej w odniesieniu do spraw członkowstwa Polski w UE";"";108623;0;108623;0.0;100.0
"15-5-2-1";"15-5-2";"e";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";105338;0;105338;0.0;100.0
"15-5-2-2";"15-5-2";"e";"Dysponent";"Ministerstwo Finansów";"19";3285;0;3285;0.0;100.0
"15-5-3";"15-5";"d";"Podzadanie 15.5.3";"Prowadzenie działalności edukacyjnej i informacyjnej";"";9167;0;9167;0.0;100.0
"15-5-3-1";"15-5-3";"e";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";9167;0;9167;0.0;100.0
"15-5-4";"15-5";"d";"Podzadanie 15.5.4";"Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej";"";270323;3230;267093;1.19;98.81
"15-5-4-1";"15-5-4";"e";"Dysponent";"Kancelaria Sejmu";"02";5712;0;5712;0.0;100.0
"15-5-4-2";"15-5-4";"e";"Dysponent";"Ministerstwo Sportu i Turystyki";"25";556;0;556;0.0;100.0
"15-5-4-3";"15-5-4";"e";"Dysponent";"Ministerstwo Infrastruktury";"26";915;0;915;0.0;100.0
"15-5-4-4";"15-5-4";"e";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"27";26652;0;26652;0.0;100.0
"15-5-4-5";"15-5-4";"e";"Dysponent";"Ministerstwo Nauki i Szkolnictwa Wyższego";"28";3265;0;3265;0.0;100.0
"15-5-4-6";"15-5-4";"e";"Dysponent";"Ministerstwo Obrony Narodowej";"29";3248;0;3248;0.0;100.0
"15-5-4-7";"15-5-4";"e";"Dysponent";"Ministerstwo Edukacji Narodowej";"30";2627;0;2627;0.0;100.0
"15-5-4-8";"15-5-4";"e";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"31";883;0;883;0.0;100.0
"15-5-4-9";"15-5-4";"e";"Dysponent";"Ministerstwo Rolnictwa i Rozwoju Wsi";"32";3875;0;3875;0.0;100.0
"15-5-4-10";"15-5-4";"e";"Dysponent";"Ministerstwo Rolnictwa i Rozwoju Wsi";"33";235;0;235;0.0;100.0
"15-5-4-11";"15-5-4";"e";"Dysponent";"Ministerstwo Rozwoju Regionalnego";"34";1295;0;1295;0.0;100.0
"15-5-4-12";"15-5-4";"e";"Dysponent";"Kancelaria Senatu";"03";3675;0;3675;0.0;100.0
"15-5-4-13";"15-5-4";"e";"Dysponent";"Ministerstwo Rolnictwa i Rozwoju Wsi";"35";419;0;419;0.0;100.0
"15-5-4-14";"15-5-4";"e";"Dysponent";"Ministerstwo Skarbu Państwa";"36";251;0;251;0.0;100.0
"15-5-4-15";"15-5-4";"e";"Dysponent";"Ministerstwo Sprawiedliwości";"37";1798;0;1798;0.0;100.0
"15-5-4-16";"15-5-4";"e";"Dysponent";"Ministerstwo Nauki i Szkolnictwa Wyższego";"38";263;0;263;0.0;100.0
"15-5-4-17";"15-5-4";"e";"Dysponent";"Ministerstwo Infrastruktury";"39";2718;0;2718;0.0;100.0
"15-5-4-18";"15-5-4";"e";"Dysponent";"Ministerstwo Sportu i Turystyki";"40";662;0;662;0.0;100.0
"15-5-4-19";"15-5-4";"e";"Dysponent";"Ministerstwo Środowiska";"41";2208;0;2208;0.0;100.0
"15-5-4-20";"15-5-4";"e";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";49239;0;49239;0.0;100.0
"15-5-4-21";"15-5-4";"e";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"44";1486;0;1486;0.0;100.0
"15-5-4-22";"15-5-4";"e";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";116001;0;116001;0.0;100.0
"15-5-4-23";"15-5-4";"e";"Dysponent";"Kancelaria Prezesa Rady Ministrów";"16";6259;3230;3029;51.61;48.39
"15-5-4-24";"15-5-4";"e";"Dysponent";"Ministerstwo Zdrowia";"46";2557;0;2557;0.0;100.0
"15-5-4-25";"15-5-4";"e";"Dysponent";"Urząd Zamówień Publicznych";"49";40;0;40;0.0;100.0
"15-5-4-26";"15-5-4";"e";"Dysponent";"Urząd Ochrony Konkurencji i Konsumentów";"53";436;0;436;0.0;100.0
"15-5-4-27";"15-5-4";"e";"Dysponent";"Agencja Bezpieczeństwa Wewnętrznego";"57";4592;0;4592;0.0;100.0
"15-5-4-28";"15-5-4";"e";"Dysponent";"Główny Urząd Statystyczny";"58";419;0;419;0.0;100.0
"15-5-4-29";"15-5-4";"e";"Dysponent";"Wyższy Urząd Górniczy";"60";14;0;14;0.0;100.0
"15-5-4-30";"15-5-4";"e";"Dysponent";"Urząd Patentowy RP";"61";428;0;428;0.0;100.0
"15-5-4-31";"15-5-4";"e";"Dysponent";"Ministerstwo Rolnictwa i Rozwoju Wsi";"62";253;0;253;0.0;100.0
"15-5-4-32";"15-5-4";"e";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"63";366;0;366;0.0;100.0
"15-5-4-33";"15-5-4";"e";"Dysponent";"Państwowa Agencja Atomistyki";"68";157;0;157;0.0;100.0
"15-5-4-34";"15-5-4";"e";"Dysponent";"Ministerstwo Infrastruktury";"18";442;0;442;0.0;100.0
"15-5-4-35";"15-5-4";"e";"Dysponent";"Ministerstwo Finansów";"19";3531;0;3531;0.0;100.0
"15-5-4-36";"15-5-4";"e";"Dysponent";"Ministerstwo Gospodarki";"20";10620;0;10620;0.0;100.0
"15-5-4-37";"15-5-4";"e";"Dysponent";"Ministerstwo Infrastruktury";"21";456;0;456;0.0;100.0
"15-5-4-38";"15-5-4";"e";"Dysponent";"Ministerstwo Środowiska";"22";231;0;231;0.0;100.0
"15-5-4-39";"15-5-4";"e";"Dysponent";"Ministerstwo Kultury i Dziedzictwa Narodowego";"24";11539;0;11539;0.0;100.0
"15-6";"15";"c";"Zadanie 15.6";"Informatyzacja działalności i budowa społeczeństwa informacyjnego";"";79696;0;79696;0.0;100.0
"15-6-1";"15-6";"d";"Podzadanie 15.6.1";"Utrzymanie systemów informatycznych";"";38220;0;38220;0.0;100.0
"15-6-1-1";"15-6-1";"e";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";38220;0;38220;0.0;100.0
"15-6-2";"15-6";"d";"Podzadanie 15.6.2";"Budowa i wdrożenie rozwiązań informatycznych";"";41476;0;41476;0.0;100.0
"15-6-2-1";"15-6-2";"e";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";41476;0;41476;0.0;100.0
"16";"";"b";"FUNKCJA 16";"SPRAWY OBYWATELSKIE";"";1548673;293988;1254685;18.98;81.02
"16-1";"16";"c";"Zadanie 16.1";"Obsługa administracyjna obywatela";"";774453;123112;651341;15.9;84.1
"16-1-1";"16-1";"d";"Podzadanie 16.1.1";"Ewidencja ludności i dowody osobiste, rejestracja stanu cywilnego oraz zmiana imion i nazwisk";"";550218;0;550218;0.0;100.0
"16-1-1-1";"16-1-1";"e";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";223203;0;223203;0.0;100.0
"16-1-1-2";"16-1-1";"e";"Dysponent";"Wojewodowie";"85";327015;0;327015;0.0;100.0
"16-1-2";"16-1";"d";"Podzadanie 16.1.2";"Wydawanie dokumentów paszportowych";"";46197;0;46197;0.0;100.0
"16-1-2-1";"16-1-2";"e";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";877;0;877;0.0;100.0
"16-1-2-2";"16-1-2";"e";"Dysponent";"Wojewodowie";"85";45320;0;45320;0.0;100.0
"16-1-3";"16-1";"d";"Podzadanie 16.1.3";"Wzmacnianie potencjału administracji publicznej";"";151683;123112;28571;81.16;18.84
"16-1-3-1";"16-1-3";"e";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"17";134249;119448;14801;88.97;11.03
"16-1-3-2";"16-1-3";"e";"Dysponent";"Ministerstwo Rozwoju Regionalnego";"34";4054;3664;390;90.38;9.62
"16-1-3-3";"16-1-3";"e";"Dysponent";"Wojewodowie";"85";13380;0;13380;0.0;100.0
"16-1-4";"16-1";"d";"Podzadanie 16.1.4";"Prowadzenie spraw z zakresu nadzoru sprawowanego przez ministra właściwego do spraw administracji publicznej oraz funkcjonowanie zespolonej administracji rządowej i jednostek samorządu terytorialnego";"";2015;0;2015;0.0;100.0
"16-1-4-1";"16-1-4";"e";"Dysponent";"Wojewodowie";"85";2015;0;2015;0.0;100.0
"16-1-5";"16-1";"d";"Podzadanie 16.1.5";"Prowadzenie spraw związanych z przyjmowaniem oraz rozpatrywaniem skarg i wniosków";"";4500;0;4500;0.0;100.0
"16-1-5-1";"16-1-5";"e";"Dysponent";"Kancelaria Prezesa Rady Ministrów";"16";2589;0;2589;0.0;100.0
"16-1-5-2";"16-1-5";"e";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";789;0;789;0.0;100.0
"16-1-5-3";"16-1-5";"e";"Dysponent";"Wojewodowie";"85";1122;0;1122;0.0;100.0
"16-1-6";"16-1";"d";"Podzadanie 16.1.6";"Prowadzenie spraw dotyczących obywatelstwa polskiego";"";18427;0;18427;0.0;100.0
"16-1-6-1";"16-1-6";"e";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";1225;0;1225;0.0;100.0
"16-1-6-2";"16-1-6";"e";"Dysponent";"Wojewodowie";"85";17202;0;17202;0.0;100.0
"16-1-7";"16-1";"d";"Podzadanie 16.1.7";"Wydawanie zezwoleń na zbiórki publiczne oraz kontrola zbiórek publicznych";"";435;0;435;0.0;100.0
"16-1-7-1";"16-1-7";"e";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";184;0;184;0.0;100.0
"16-1-7-2";"16-1-7";"e";"Dysponent";"Wojewodowie";"85";251;0;251;0.0;100.0
"16-1-8";"16-1";"d";"Podzadanie 16.1.8";"Kontrola działalności tłumaczy przysięgłych";"";978;0;978;0.0;100.0
"16-1-8-1";"16-1-8";"e";"Dysponent";"Wojewodowie";"85";978;0;978;0.0;100.0
"16-2";"16";"c";"Zadanie 16.2";"Podtrzymywanie tożsamości kulturowej mniejszości narodowych i etnicznych";"";16455;0;16455;0.0;100.0
"16-2-1";"16-2";"d";"Podzadanie 16.2.1";"Działania wobec mniejszości narodowych i etnicznych";"";14980;0;14980;0.0;100.0
"16-2-1-1";"16-2-1";"e";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"43";14758;0;14758;0.0;100.0
"16-2-1-2";"16-2-1";"e";"Dysponent";"Wojewodowie";"85";222;0;222;0.0;100.0
"16-2-2";"16-2";"d";"Podzadanie 16.2.2";"Realizacja zasady równego traktowania osób bez względu na pochodzenie etniczne";"";266;0;266;0.0;100.0
"16-2-2-1";"16-2-2";"e";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";209;0;209;0.0;100.0
"16-2-2-2";"16-2-2";"e";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"43";55;0;55;0.0;100.0
"16-2-2-3";"16-2-2";"e";"Dysponent";"Wojewodowie";"85";2;0;2;0.0;100.0
"16-2-3";"16-2";"d";"Podzadanie 16.2.3";"Działania na rzecz społeczności romskiej w Polsce";"";1209;0;1209;0.0;100.0
"16-2-3-1";"16-2-3";"e";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"43";727;0;727;0.0;100.0
"16-2-3-2";"16-2-3";"e";"Dysponent";"Wojewodowie";"85";482;0;482;0.0;100.0
"16-3";"16";"c";"Zadanie 16.3";"Utrzymanie stosunków między Państwem a kościołem i związkami wyznaniowymi";"";94512;0;94512;0.0;100.0
"16-3-1";"16-3";"d";"Podzadanie 16.3.1";"Wydawanie zaświadczeń o osobowości prawnej jednostek kościelnych";"";365;0;365;0.0;100.0
"16-3-1-1";"16-3-1";"e";"Dysponent";"Wojewodowie";"85";365;0;365;0.0;100.0
"16-3-2";"16-3";"d";"Podzadanie 16.3.2";"Realizacja zadań z zakresu stosunków pomiędzy Państwem a Kościołem";"";94147;0;94147;0.0;100.0
"16-3-2-1";"16-3-2";"e";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"43";93619;0;93619;0.0;100.0
"16-3-2-2";"16-3-2";"e";"Dysponent";"Wojewodowie";"85";528;0;528;0.0;100.0
"16-4";"16";"c";"Zadanie 16.4";"Wspieranie Polonii i Polaków za granicą";"";116232;0;116232;0.0;100.0
"16-4-1";"16-4";"d";"Podzadanie 16.4.1";"Współpraca i wspieranie Polonii i Polaków za granicą";"";116232;0;116232;0.0;100.0
"16-4-1-1";"16-4-1";"e";"Dysponent";"Kancelaria Senatu";"03";76845;0;76845;0.0;100.0
"16-4-1-2";"16-4-1";"e";"Dysponent";"Kancelaria Prezesa Rady Ministrów";"16";558;0;558;0.0;100.0
"16-4-1-3";"16-4-1";"e";"Dysponent";"Ministerstwo Nauki i Szkolnictwa Wyższego";"38";4664;0;4664;0.0;100.0
"16-4-1-4";"16-4-1";"e";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";34165;0;34165;0.0;100.0
"16-5";"16";"c";"Zadanie 16.5";"Obsługa cudzoziemców i ruchy migracyjne";"";105035;1520;103515;1.45;98.55
"16-5-1";"16-5";"d";"Podzadanie 16.5.1";"Obsługa cudzoziemców";"";99148;1520;97628;1.53;98.47
"16-5-1-1";"16-5-1";"e";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";75643;1520;74123;2.01;97.99
"16-5-1-2";"16-5-1";"e";"Dysponent";"Wojewodowie";"85";23505;0;23505;0.0;100.0
"16-5-2";"16-5";"d";"Podzadanie 16.5.2";"Sprawy polityki migracyjnej państwa";"";2821;0;2821;0.0;100.0
"16-5-2-1";"16-5-2";"e";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";2821;0;2821;0.0;100.0
"16-5-3";"16-5";"d";"Podzadanie 16.5.3";"Sprawy repatriacji";"";1029;0;1029;0.0;100.0
"16-5-3-1";"16-5-3";"e";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"42";737;0;737;0.0;100.0
"16-5-3-2";"16-5-3";"e";"Dysponent";"Wojewodowie";"85";292;0;292;0.0;100.0
"16-5-4";"16-5";"d";"Podzadanie 16.5.4";"Ochrona praw uchodźców na terytorium RP";"";2037;0;2037;0.0;100.0
"16-5-4-1";"16-5-4";"e";"Dysponent";"Kancelaria Prezesa Rady Ministrów";"16";2037;0;2037;0.0;100.0
"16-6";"16";"c";"Zadanie 16.6";"Ochrona Praw Obywatelskich i Praw Dziecka";"";60017;0;60017;0.0;100.0
"16-6-1";"16-6";"d";"Podzadanie 16.6.1";"Zapewnienie ochrony wolności oraz praw człowieka i obywatela";"";32003;0;32003;0.0;100.0
"16-6-1-1";"16-6-1";"e";"Dysponent";"Rzecznik Praw Obywatelskich";"08";32003;0;32003;0.0;100.0
"16-6-2";"16-6";"d";"Podzadanie 16.6.2";"Zapewnienie ochrony i promocji praw dziecka";"";8840;0;8840;0.0;100.0
"16-6-2-1";"16-6-2";"e";"Dysponent";"Rzecznik Praw Dziecka";"14";8840;0;8840;0.0;100.0
"16-6-3";"16-6";"d";"Podzadanie 16.6.3";"Działalność naukowo-badawcza i edukacyjna oraz opinie i ekspertyzy";"";2734;0;2734;0.0;100.0
"16-6-3-1";"16-6-3";"e";"Dysponent";"Rzecznik Praw Obywatelskich";"08";2734;0;2734;0.0;100.0
"16-6-4";"16-6";"d";"Podzadanie 16.6.4";"Pełnienie funkcji Krajowego Mechanizmu Prewencji";"";1740;0;1740;0.0;100.0
"16-6-4-1";"16-6-4";"e";"Dysponent";"Rzecznik Praw Obywatelskich";"08";1740;0;1740;0.0;100.0
"16-6-5";"16-6";"d";"Podzadanie 16.6.5";"Ochrona danych osobowych";"";14700;0;14700;0.0;100.0
"16-6-5-1";"16-6-5";"e";"Dysponent";"Generalny Inspektor Ochrony Danych Osobowych";"10";14700;0;14700;0.0;100.0
"16-7";"16";"c";"Zadanie 16.7";"Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego";"";123874;247;123627;0.2;99.8
"16-7-1";"16-7";"d";"Podzadanie 16.7.1";"Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych";"";110867;247;110620;0.22;99.78
"16-7-1-1";"16-7-1";"e";"Dysponent";"Wojewodowie";"85";18278;0;18278;0.0;100.0
"16-7-1-2";"16-7-1";"e";"Dysponent";"Samorządowe Kolegium Odwoławcze w Elblągu";"86";1333;0;1333;0.0;100.0
"16-7-1-3";"16-7-1";"e";"Dysponent";"Samorządowe Kolegium Odwoławcze w Gdańsku";"86";2548;0;2548;0.0;100.0
